time,open,high,low,close,50d,200d,RS,Z of ROC
2024-01-16,1508787245,1538203102,1427151138,1437778573,,,0.09004595492182002,
2024-01-25,1422087250,1423956371,1282147180,1297006942,,,0.0897580307058476,
2024-01-26,1296920662,1333487071,1274396103,1324811744,,,0.08489472269213708,
2024-01-29,1467650713,1741608988,1461310887,1720116070,,,0.10025189033204984,
2024-01-30,1720056166,1815646361,1668909252,1700709857,,,0.10681821300534936,
2024-01-31,1700754303,1802914007,1634301230,1671873101,,,0.10651389711744756,
2024-02-01,1770524137,1825542659,1668849588,1777475131,,,0.11090258045730864,
2024-02-02,1777573777,1799311530,1684759349,1704341274,,,0.1085644601531875,
2024-02-03,1704501889,1729922198,1617731972,1674970551,,,0.10465477903002421,
2024-02-04,1675176537,1794490372,1659559908,1706982725,,,0.10720189910208891,
2024-02-05,1706981994,1933040354,1670296668,1836227391,,,0.11200994605537164,
2024-02-06,1836285661,1879794585,1759454493,1767926421,,,0.1130498029236106,
2024-02-07,1767875684,1818047495,1732536675,1796628319,,,0.1092778522291524,
2024-02-08,1796492652,1849585649,1753314283,1779022385,,,0.10776209159103597,
2024-02-09,1779213198,2106798842,1772035985,2054817141,,,0.1128743666191827,
2024-02-10,2054255178,2114444437,1982958824,2019593403,,,0.11745132545221493,
2024-02-11,2019621361,2095325300,1957121240,1976165285,,,0.11465822185828352,
2024-02-12,1976172152,2133221773,1969920473,2054714486,,,0.11386341655498934,
2024-02-13,2054752801,2191245961,2017532143,2164963601,,,0.11646351074819804,
2024-02-14,2164806003,2300210663,2115168770,2223417489,,,0.1192930612971221,
2024-02-15,2223422722,2271252655,2124903411,2173503726,,,0.11601942364302417,
2024-02-16,2173632885,2194572533,2036689018,2109204797,,,0.11206137626212252,
2024-02-17,2109228188,2116362079,1986971683,2062009070,,,0.10973551446963868,
2024-02-18,2062267110,2117134802,2021827083,2098769060,,,0.10921975192768564,
2024-02-19,2098823172,2137290754,2025899388,2068365327,,,0.1083917293999177,
2024-02-20,2068365327,2073348375,1889767031,2002277966,,,0.10445053164318302,
2024-02-21,2002252310,2007670111,1888983882,1973506550,,,0.10282513121350556,
2024-02-22,1973500290,2065629458,1911811732,2004157140,,,0.10413358741977193,
2024-02-23,2003962806,2035917514,1824091117,1867877820,,,0.10206844657964416,
2024-02-24,1868009314,1940660368,1810754969,1907079575,,,0.09894733795254708,
2024-02-25,1907084976,1927042373,1880853132,1918385593,,,0.0989017238050896,
2024-02-26,1918257316,2000563791,1841025218,1947786465,,,0.0974606962894298,
2024-02-27,1947786465,1988640785,1911434138,1983079738,,,0.09513796627260739,
2024-02-28,1884377356,2004926256,1850074106,1934455565,,,0.08871752166050426,
2024-02-29,1847180309,2000473962,1832696927,1956309669,,,0.08587454033920455,
2024-03-01,2066075469,2147373062,2037256016,2081323105,,,0.0932447959431849,
2024-03-02,2081230786,2090911946,1956351996,1996826864,,,0.08961930307267255,
2024-03-03,1996847395,2005275445,1749653543,1919849677,,,0.08406334222514154,
2024-03-04,1919849677,1958693778,1765821031,1830649919,,,0.07881290619490092,
2024-03-05,1830428255,1952900788,1453576074,1720931665,,,0.07402541878683364,
2024-03-06,1720931665,1859654452,1674347080,1817436951,,,0.07444333131384871,
2024-03-07,1817457483,1990534565,1811971767,1946430364,,,0.07724019295998841,
2024-03-08,1946351191,1974720055,1802918042,1903192937,,,0.07647219862335249,
2024-03-09,1903213481,2059528272,1874354355,1953757100,,,0.07740438209732396,
2024-03-10,1953781768,2036616333,1871680139,1917689862,,,0.07688248117334216,
2024-03-11,1917669305,1961200256,1823467889,1936255458,,,0.07419083379648633,
2024-03-12,1936255458,2011699636,1765195811,1968689289,,,0.07352378925867553,
2024-03-13,1968674530,2087508338,1938369090,1995659044,,,0.07534587334537876,
2024-03-14,1995675661,2044234329,1814613400,1930674753,,,0.07385096895324121,
2024-03-15,1930604381,1946491873,1652583697,1836131966,1884502604.53,,0.07176934627000764,
2024-03-16,1836131966,2112829920,1828391703,2010339621,1893881470.29,,0.0783689191277871,
2024-03-17,2010216517,2014001697,1771003424,1986876613,1905665972.83,,0.07929987118114173,
2024-03-18,1986876613,2154670035,1867717068,1873844128,1918933434.15,,0.07931274477112464,
2024-03-19,1874049113,2136067277,1761641478,2027076420,1925974172.3,,0.08247011272017321,
2024-03-20,2027076420,2189287980,1848214854,2157109121,1932556005.995,,0.08718144295808414,
2024-03-21,2157091556,2394391779,2142621366,2248731545,1943220974.02,,0.09151081061025024,
2024-03-22,2248731545,2253772740,2073403177,2130570286,1951541405.185,,0.09131809041363935,
2024-03-23,2130959957,2138958368,2022601423,2025292317,1958300535.86,,0.08771967016094306,
2024-03-24,2025271798,2091289247,1994415756,2066306561,1965551319.62,,0.08456307945520829,
2024-03-25,2066306561,2149018748,2039639366,2097158701,1973130888.79,,0.08295307283811192,
2024-03-26,2097158701,2331787995,2089567687,2321777134,1981599614.34,,0.08610166060724911,
2024-03-27,2321777134,2684215084,2284967678,2554703086,1994610623.45,,0.09651068643079454,
2024-03-28,2554694285,2662080407,2411241134,2487567264,2009613098.035,,0.09896180996189737,
2024-03-29,2487567264,2642109387,2342229332,2342708233,2022794094.27,,0.09571802058608969,
2024-03-30,2342739511,2406827829,2302369283,2315881142,2031068857.265,,0.09156897350231642,
2024-03-31,2315881142,2370566266,2297724332,2356920816,2036918060.835,,0.09040752918818468,
2024-04-01,2481368250,2624302567,2343001027,2513689769,2046488702.97,,0.09717685382294447,
2024-04-02,2513689769,2598450758,2240019729,2247104630,2053814882.98,,0.09772954123612353,
2024-04-03,2247104630,2285921777,2121431617,2161874395,2055754072.545,,0.09196725841462511,
2024-04-04,2161878788,2258970979,2150642415,2182541212,2055506224.89,,0.08978829945669128,
2024-04-05,2182541212,2183004069,1999520619,2084680849,2053789546.065,,0.08637033398749999,
2024-04-06,2084516127,2130624314,2075059649,2106397061,2053202035.655,,0.08500020728065753,
2024-04-07,2106478080,2161708611,2096953516,2128211514,2054295939.16,,0.08477108100197663,
2024-04-08,2128211514,2231649087,2098425271,2215883810,2056166797.295,,0.08460832711658274,
2024-04-09,2215945314,2227080386,2037167075,2040996050,2057120848.215,,0.08347237766753136,
2024-04-10,2041037778,2052230660,1893505084,1971245306,2056742148.86,,0.07908439258990982,
2024-04-11,1971263812,2021074234,1912416913,1931530747,2056561513.125,,0.07710045133170385,
2024-04-12,1931530747,1962509168,1368901439,1606911926,2051135286.425,,0.0704242884185761,
2024-04-13,1606893679,1615473986,1151937093,1376240790,2041228767.88,,0.06304138149094714,
2024-04-14,1376240790,1567070070,1330815310,1555018342,2032741969.31,,0.06431179203171535,
2024-04-15,1555045336,1683174742,1447371332,1519651636,2025601354.17,,0.06769470153863812,
2024-04-16,1519651636,1598163787,1434000117,1586374065,2017754138.245,,0.06849486723390694,
2024-04-17,1586374065,1759113039,1526381265,1633301482,2011125281.87,,0.07357964034689267,
2024-04-18,1633234497,1668359712,1554019163,1626352780,2005165946.215,,0.07322000344703429,
2024-04-19,1626389804,1802338403,1472533708,1728399747,2000130950.19,,0.07418336977532784,
2024-04-20,1728399747,1860327661,1691867157,1850517091,1994126370.21,,0.07789945248256921,
2024-04-21,1850517091,1872773149,1738942203,1776642582,1989694137.375,,0.07793676464923203,
2024-04-22,1776691904,1865526442,1755527539,1804898975,1987349231.375,,0.0766296921371655,
2024-04-23,1804898975,1836705282,1698852623,1718951342,1985271200.46,,0.07409161402614715,
2024-04-24,1718923882,1747764726,1603304538,1620772110,1983935842.83,,0.07131322370477243,
2024-04-25,1620664110,1639023768,1538699599,1585870840,1980495283.675,,0.06928885500931983,
2024-04-26,1585741328,1593329375,1505585597,1521432101,1973693754.785,,0.06755699967789312,
2024-04-27,1521413919,1596024889,1453216612,1569121521,1966256728.365,,0.06730492882733692,
2024-04-28,1569121521,1631114169,1561587228,1576858869,1958995871.26,,0.06899789000913914,
2024-04-29,1576840364,1594962470,1511915195,1544333258,1951237287.185,,0.06834252087818783,
2024-04-30,1544363103,1561890857,1390950801,1481697688,1942938834.89,,0.06713193166929625,
2024-05-01,1481627087,1510253771,1386010527,1485739423,1933847787.96,,0.06865258304260836,
2024-05-02,2681799070,2710421557,2552785361,2618764564,1946715585.71,,0.1241463490274428,
2024-05-03,2618776243,2679463780,2502227942,2601350297,1959798686.305,,0.11792466599925323,
2024-05-04,2601327981,2630390120,2522158330,2552696144,1974502489.595,,0.11303406225753813,
2024-05-05,2552852150,2623468466,2465796430,2562968671,1986589452.13,,0.1114232152978993,
2024-05-06,2562876926,2693485352,2525211822,2557328348,1999373473.115,,0.11267123154997101,
2024-05-07,2557513037,2677926869,2516369566,2526084010,2011347401.305,,0.11360363508984593,
2024-05-08,2526132855,2533332438,2351183671,2363805524,2021225502.305,,0.11009160337425108,
2024-05-09,2363817535,2431667703,2277443859,2399060906,2027477010.445,,0.1061430812618749,
2024-05-10,2399187836,2594114953,2344135832,2357179484,2031235919.74,,0.10887793748010016,
2024-05-11,2357151114,2414479038,2317477510,2325410321,2034776120.915,,0.10736297867979475,
2024-05-12,2325351853,2386662456,2319389146,2347298232,2040080569.025,,0.10664637455597298,
2024-05-13,2347501847,2372389640,2205177548,2266808948,2045153542.13,,0.10361479824441326,
2024-05-14,2266879092,2283342322,2070583605,2095968549,2046976793.09,,0.09855488107928588,
2024-05-15,2095842549,2399515192,2072748368,2319710049,2047214416.295,,0.09847941352998438,
2024-05-16,2319658093,2513338320,2283411853,2396189579,2045549090.61,,0.10293538091903873,
2024-05-17,2396189579,2592604929,2364296961,2515613678,2044314700.895,,0.10581346810200323,
2024-05-18,2516454980,2548501222,2461259826,2529843668,2045521928.295,,0.10629552430708603,
2024-05-19,2529862611,2548594234,2383155646,2402996642,2048005885.135,,0.10488481574139649,
2024-05-20,2403053462,2682529580,2358944104,2682147435,2051933795.26,,0.10374734719915414,
2024-05-21,2682268042,2741616653,2618498237,2668896329,2055678383.5,,0.10533436659805867,
2024-05-22,2668488604,2699472962,2528816887,2584979245,2060090847.56,,0.10391070626464313,
2024-05-23,2585036946,2650104357,2360202323,2516817155,2066569989.37,,0.10174054497461538,
2024-05-24,2516829630,2538112329,2412801976,2496181096,2072619447.555,,0.100756557365349,
2024-05-25,2496179150,2532638592,2458395882,2485497055,2080234267.205,,0.09993777682140371,
2024-05-26,2485497055,2502164435,2393199774,2436210835,2087336641.945,,0.09821353828519899,
2024-05-27,2436417748,2532157677,2411583023,2512259445,2094331972.805,,0.09817545135696654,
2024-05-28,2512259787,2514541870,2372300395,2408155863,2099997413.97,,0.09781809496763663,
2024-05-29,2408180906,2415327834,2404721634,2405326284,2105559253.135,,0.0968812920734471,
2024-05-30,2375415103,2418708958,2290568869,2366585772,2113025552.505,,0.09574998864925195,
2024-05-31,2366641837,2417023202,2327432157,2392826911,2121363744.51,,0.09650299266007821,
2024-06-01,2481782706,2511693834,2449506132,2481898475,2136638883.845,,0.10084958416060799,
2024-06-02,2481930791,2517657543,2444905205,2464080267,2157429025.135,,0.10055736556888847,
2024-06-03,2464080267,2560159743,2457863271,2521341856,2178300528.26,,0.10076200841712613,
2024-06-04,2521106770,2561332650,2455742222,2556973182,2197750087.15,,0.10027230520824588,
2024-06-05,2556973182,2679950997,2539117084,2678804897,2219333369.925,,0.10194463191889062,
2024-06-06,2678680528,2756285730,2635455841,2700811351,2240663687.92,,0.10507470065164277,
2024-06-07,2700823111,2839719955,2399216054,2621644663,2261060876.075,,0.10501028165495635,
2024-06-08,2621666134,2839050700,2581876773,2678098222,2281516026.91,,0.10814980865154755,
2024-06-09,2677681920,2739019898,2581954368,2653149556,2299119497.34,,0.10742769799196367,
2024-06-10,2653303698,2659303227,2503342212,2508075039,2314545243.095,,0.10422654719601776,
2024-06-11,2508000580,2530277579,2378967071,2406545275,2327650971.32,,0.10180459019299827,
2024-06-12,2406588115,2557555180,2330403835,2470849381,2341180912.765,,0.1012010564223863,
2024-06-13,2470853214,2475080646,2324818427,2342854296,2355795119.4,,0.1004986655938847,
2024-06-14,2342725070,2432175510,2189088157,2254912447,2369968333.735,,0.09809993590789827,
2024-06-15,2254728079,2326202021,2245967155,2289720653,2384520981.27,,0.09681255892742271,
2024-06-16,2289762257,2351755900,2238854974,2351479494,2399981359.69,,0.09724261763533748,
2024-06-17,2351429256,2387778625,2092325615,2159950625,2413245371.36,,0.09529390440125551,
2024-06-18,2159950625,2168350253,1838250274,1940486179,2422640301.58,,0.0875652038156663,
2024-06-19,1940322097,2123621190,1919218372,2098810924,2433155652.25,,0.08737330270537173,
